id+,days_since_purchase,frequency,revenue,log_days_since_purchase,log_frequency,log_revenue,Cluster_Prediction,segment
CN2976972,1,14,204384.00,0.69,2.71,12.23,1,new customers with high buying ability
CN2980836,260,1,18990.00,5.56,0.69,9.85,2,may lose
CN2983662,176,5,100398.00,5.18,1.79,11.52,0,can not lose
CN2993532,15,10,1176960.00,2.77,2.40,13.98,1,new customers with high buying ability
CN2994942,232,1,14916.00,5.45,0.69,9.61,2,may lose
CN2995128,239,3,519882.00,5.48,1.39,13.16,5,need bring back
CN2996100,120,2,38070.00,4.80,1.10,10.55,2,may lose
CN2997030,281,1,223092.00,5.64,0.69,12.32,0,can not lose
CN3058266,232,1,11166.00,5.45,0.69,9.32,2,may lose
CN3095538,148,1,19164.00,5.00,0.69,9.86,2,may lose
CN3096222,183,2,40656.00,5.21,1.10,10.61,2,may lose
CN3096942,85,11,210384.00,4.45,2.48,12.26,5,need bring back
CN3099060,15,1,69042.00,2.77,0.69,11.14,4,new customers with low buying ability
CN3100092,85,4,55926.00,4.45,1.61,10.93,4,new customers with low buying ability
CN3100332,204,1,13164.00,5.32,0.69,9.49,2,may lose
CN3100464,162,1,174432.00,5.09,0.69,12.07,0,can not lose
CN3105750,29,1,303366.00,3.40,0.69,12.62,4,new customers with low buying ability
CN3106812,15,3,40692.00,2.77,1.39,10.61,4,new customers with low buying ability
CN3107244,211,1,81372.00,5.36,0.69,11.31,0,can not lose
CN3109002,344,1,24510.00,5.84,0.69,10.11,2,may lose
CN3111978,267,1,41802.00,5.59,0.69,10.64,2,may lose
CN3112146,351,1,74208.00,5.86,0.69,11.21,0,can not lose
CN3112758,253,1,38172.00,5.54,0.69,10.55,2,may lose
CN3115140,15,18,288126.00,2.77,2.94,12.57,1,new customers with high buying ability
CN3115638,204,6,86562.00,5.32,1.95,11.37,0,can not lose
CN3116358,267,1,74442.00,5.59,0.69,11.22,0,can not lose
CN3117186,365,1,20328.00,5.90,0.69,9.92,2,may lose
CN3117222,288,1,42444.00,5.67,0.69,10.66,2,may lose
CN3119262,22,9,220188.00,3.14,2.30,12.30,1,new customers with high buying ability
CN3120288,127,2,352488.00,4.85,1.10,12.77,5,need bring back
CN3122910,246,1,10620.00,5.51,0.69,9.27,2,may lose
CN3123414,22,1,15492.00,3.14,0.69,9.65,4,new customers with low buying ability
CN3217056,148,1,40656.00,5.00,0.69,10.61,2,may lose
CN3303354,337,2,125256.00,5.82,1.10,11.74,0,can not lose
CN3304188,183,9,794460.00,5.21,2.30,13.59,5,need bring back
CN3304230,148,1,19164.00,5.00,0.69,9.86,2,may lose
CN3305904,127,1,19080.00,4.85,0.69,9.86,2,may lose
CN3306426,15,14,210282.00,2.77,2.71,12.26,1,new customers with high buying ability
CN3306720,92,1,69042.00,4.53,0.69,11.14,0,can not lose
CN3306930,211,1,250662.00,5.36,0.69,12.43,0,can not lose
CN3327792,358,1,74250.00,5.88,0.69,11.22,0,can not lose
CN3330558,351,1,43260.00,5.86,0.69,10.68,2,may lose
CN3332370,71,1,15348.00,4.28,0.69,9.64,2,may lose
CN3332574,64,7,292422.00,4.17,2.08,12.59,5,need bring back
CN3332718,15,17,272184.00,2.77,2.89,12.51,1,new customers with high buying ability
CN3334428,57,1,11154.00,4.06,0.69,9.32,2,may lose
CN3334734,1,2,138030.00,0.69,1.10,11.84,4,new customers with low buying ability
CN3334788,29,4,68970.00,3.40,1.61,11.14,4,new customers with low buying ability
CN3334842,134,1,18972.00,4.91,0.69,9.85,2,may lose
CN3336192,365,1,76530.00,5.90,0.69,11.25,0,can not lose
CN3336384,211,1,127398.00,5.36,0.69,11.76,0,can not lose
CN3336390,169,2,29598.00,5.14,1.10,10.30,2,may lose
CN3367452,330,1,15192.00,5.80,0.69,9.63,2,may lose
CN3368520,120,4,77574.00,4.80,1.61,11.26,0,can not lose
CN3368568,225,1,176196.00,5.42,0.69,12.08,0,can not lose
CN3369684,71,1,140664.00,4.28,0.69,11.85,4,new customers with low buying ability
CN3369774,204,2,40656.00,5.32,1.10,10.61,2,may lose
CN3370626,134,2,244092.00,4.91,1.10,12.41,0,can not lose
CN3371754,36,1,13842.00,3.61,0.69,9.54,2,may lose
CN3372204,358,1,42378.00,5.88,0.69,10.65,2,may lose
CN3375318,337,1,20328.00,5.82,0.69,9.92,2,may lose
CN3375534,141,1,463122.00,4.96,0.69,13.05,5,need bring back
CN3376050,246,4,282120.00,5.51,1.61,12.55,0,can not lose
CN3438060,295,1,10098.00,5.69,0.69,9.22,2,may lose
CN3440004,85,3,0.00,4.45,1.39,0.00,2,may lose
CN3440592,29,14,239922.00,3.40,2.71,12.39,1,new customers with high buying ability
CN3441984,155,3,60984.00,5.05,1.39,11.02,0,can not lose
CN3448212,106,8,990252.00,4.67,2.20,13.81,5,need bring back
CN3448530,22,3,50850.00,3.14,1.39,10.84,4,new customers with low buying ability
CN3448998,71,5,291054.00,4.28,1.79,12.58,5,need bring back
CN3512106,183,2,138972.00,5.21,1.10,11.84,0,can not lose
CN3512460,295,1,20328.00,5.69,0.69,9.92,2,may lose
CN3512472,211,4,208812.00,5.36,1.61,12.25,0,can not lose
CN3513132,176,1,15840.00,5.18,0.69,9.67,2,may lose
CN3543492,316,1,69060.00,5.76,0.69,11.14,0,can not lose
CN3543744,85,5,62748.00,4.45,1.79,11.05,4,new customers with low buying ability
CN3544404,29,3,39828.00,3.40,1.39,10.59,4,new customers with low buying ability
CN3546798,232,4,77280.00,5.45,1.61,11.26,0,can not lose
CN3548082,29,1,69006.00,3.40,0.69,11.14,4,new customers with low buying ability
CN3548826,288,1,82668.00,5.67,0.69,11.32,0,can not lose
CN3586548,225,1,45414.00,5.42,0.69,10.72,2,may lose
CN3586776,127,2,62790.00,4.85,1.10,11.05,0,can not lose
CN3587040,15,5,92652.00,2.77,1.79,11.44,4,new customers with low buying ability
CN3588234,92,2,43362.00,4.53,1.10,10.68,2,may lose
CN3588504,218,1,81840.00,5.39,0.69,11.31,0,can not lose
CN3590118,148,8,151944.00,5.00,2.20,11.93,0,can not lose
CN3591948,22,38,869028.00,3.14,3.66,13.68,1,new customers with high buying ability
CN3621318,190,5,672276.00,5.25,1.79,13.42,5,need bring back
CN3623700,309,1,30324.00,5.74,0.69,10.32,2,may lose
CN3658170,141,3,866472.00,4.96,1.39,13.67,5,need bring back
CN3658782,127,1,20226.00,4.85,0.69,9.91,2,may lose
CN3662310,92,1,69042.00,4.53,0.69,11.14,0,can not lose
CN3662418,22,2,476526.00,3.14,1.10,13.07,1,new customers with high buying ability
CN3761676,15,1,173250.00,2.77,0.69,12.06,4,new customers with low buying ability
CN3761736,36,2,43086.00,3.61,1.10,10.67,4,new customers with low buying ability
CN3761820,211,6,916308.00,5.36,1.95,13.73,5,need bring back
CN3762216,288,1,74364.00,5.67,0.69,11.22,0,can not lose
CN3762378,22,10,135822.00,3.14,2.40,11.82,4,new customers with low buying ability
CN3762390,218,2,83988.00,5.39,1.10,11.34,0,can not lose
CN3762726,22,1,58176.00,3.14,0.69,10.97,4,new customers with low buying ability
CN3849846,253,4,339600.00,5.54,1.61,12.74,5,need bring back
CN3854418,15,2,955782.00,2.77,1.10,13.77,1,new customers with high buying ability
CN3854622,225,1,45414.00,5.42,0.69,10.72,2,may lose
CN3855174,15,1,303522.00,2.77,0.69,12.62,4,new customers with low buying ability
CN3855618,351,2,40656.00,5.86,1.10,10.61,2,may lose
CN3905670,15,1,69042.00,2.77,0.69,11.14,4,new customers with low buying ability
CN3914568,330,1,69024.00,5.80,0.69,11.14,0,can not lose
CN3950376,288,1,10614.00,5.67,0.69,9.27,2,may lose
CN3951018,358,1,20328.00,5.88,0.69,9.92,2,may lose
CN3951126,225,2,122028.00,5.42,1.10,11.71,0,can not lose
CN3951954,8,46,649686.00,2.20,3.85,13.38,1,new customers with high buying ability
CN3951972,71,1,309006.00,4.28,0.69,12.64,5,need bring back
CN3999732,365,1,24300.00,5.90,0.69,10.10,2,may lose
CN4001052,337,1,70038.00,5.82,0.69,11.16,0,can not lose
CN4001736,127,3,37548.00,4.85,1.39,10.53,2,may lose
CN4014792,281,2,98682.00,5.64,1.10,11.50,0,can not lose
CN4027728,85,1,13188.00,4.45,0.69,9.49,2,may lose
CN4027776,43,1,69024.00,3.78,0.69,11.14,4,new customers with low buying ability
CN4028628,316,1,15162.00,5.76,0.69,9.63,2,may lose
CN4028736,295,3,700596.00,5.69,1.39,13.46,5,need bring back
CN4029636,36,2,26004.00,3.61,1.10,10.17,4,new customers with low buying ability
CN4030818,15,13,328134.00,2.77,2.64,12.70,1,new customers with high buying ability
CN4030902,183,1,20328.00,5.21,0.69,9.92,2,may lose
CN4033056,141,2,40656.00,4.96,1.10,10.61,2,may lose
CN4077546,218,20,2749038.00,5.39,3.04,14.83,5,need bring back
CN4078608,351,1,74208.00,5.86,0.69,11.21,0,can not lose
CN4080420,141,1,20328.00,4.96,0.69,9.92,2,may lose
CN4080828,50,1,13836.00,3.93,0.69,9.54,2,may lose
CN4088712,36,21,582048.00,3.61,3.09,13.27,1,new customers with high buying ability
CN4144962,337,1,13836.00,5.82,0.69,9.54,2,may lose
CN4145598,176,1,20328.00,5.18,0.69,9.92,2,may lose
CN4146450,260,2,254844.00,5.56,1.10,12.45,0,can not lose
CN4148220,351,2,222708.00,5.86,1.10,12.31,0,can not lose
CN4148292,8,21,773370.00,2.20,3.09,13.56,1,new customers with high buying ability
CN4148916,239,2,621366.00,5.48,1.10,13.34,5,need bring back
CN4149072,106,1,19824.00,4.67,0.69,9.89,2,may lose
CN4159182,1,154,5398788.00,0.69,5.04,15.50,3,champions
CN4203018,351,1,11076.00,5.86,0.69,9.31,2,may lose
CN4204326,211,1,42462.00,5.36,0.69,10.66,2,may lose
CN4204446,162,1,69060.00,5.09,0.69,11.14,0,can not lose
CN4204776,204,3,56490.00,5.32,1.39,10.94,0,can not lose
CN4207146,1,4,866556.00,0.69,1.61,13.67,1,new customers with high buying ability
CN4269576,281,1,42444.00,5.64,0.69,10.66,2,may lose
CN4269600,288,3,573072.00,5.67,1.39,13.26,5,need bring back
CN4273734,267,1,69114.00,5.59,0.69,11.14,0,can not lose
CN4273932,253,1,20328.00,5.54,0.69,9.92,2,may lose
CN4274838,183,1,18990.00,5.21,0.69,9.85,2,may lose
CN4337862,295,2,60564.00,5.69,1.10,11.01,0,can not lose
CN4338126,225,1,43164.00,5.42,0.69,10.67,2,may lose
CN4338852,43,2,661428.00,3.78,1.10,13.40,5,need bring back
CN4338972,232,1,176196.00,5.45,0.69,12.08,0,can not lose
CN4339188,204,1,41778.00,5.32,0.69,10.64,2,may lose
CN4339668,1,3,3258852.00,0.69,1.39,15.00,3,champions
CN4340022,260,2,348666.00,5.56,1.10,12.76,0,can not lose
CN4340544,288,1,174162.00,5.67,0.69,12.07,0,can not lose
CN4341492,29,4,345228.00,3.40,1.61,12.75,1,new customers with high buying ability
CN4413582,85,2,31878.00,4.45,1.10,10.37,2,may lose
CN4414764,267,1,20328.00,5.59,0.69,9.92,2,may lose
CN4424754,22,20,8572146.00,3.14,3.04,15.96,3,champions
CN4444392,239,1,69096.00,5.48,0.69,11.14,0,can not lose
CN4444836,239,1,42468.00,5.48,0.69,10.66,2,may lose
CN4468842,113,1,39966.00,4.74,0.69,10.60,2,may lose
CN600018,295,1,173382.00,5.69,0.69,12.06,0,can not lose
CN600972,134,1,20328.00,4.91,0.69,9.92,2,may lose
CN602046,57,18,6524526.00,4.06,2.94,15.69,3,champions
CN605376,351,1,20328.00,5.86,0.69,9.92,2,may lose
CN607218,15,38,8638794.00,2.77,3.66,15.97,3,champions
CN607590,316,2,40656.00,5.76,1.10,10.61,2,may lose
CN607740,211,2,698082.00,5.36,1.10,13.46,5,need bring back
CN607926,274,1,83568.00,5.62,0.69,11.33,0,can not lose
CN613596,239,2,560658.00,5.48,1.10,13.24,5,need bring back
CN614880,148,1,1138872.00,5.00,0.69,13.95,5,need bring back
CN614958,358,1,24498.00,5.88,0.69,10.11,2,may lose
CN615084,295,1,42444.00,5.69,0.69,10.66,2,may lose
CN616200,29,2,40296.00,3.40,1.10,10.60,4,new customers with low buying ability
CN616380,64,4,221340.00,4.17,1.61,12.31,5,need bring back
CN618228,15,1,70476.00,2.77,0.69,11.16,4,new customers with low buying ability
CN622710,1,168,7342092.00,0.69,5.13,15.81,3,champions
CN622788,57,2,56028.00,4.06,1.10,10.93,4,new customers with low buying ability
CN625164,176,1,173292.00,5.18,0.69,12.06,0,can not lose
CN625926,246,1,18990.00,5.51,0.69,9.85,2,may lose
CN627108,239,1,42024.00,5.48,0.69,10.65,2,may lose
CN627246,274,1,173340.00,5.62,0.69,12.06,0,can not lose
CN629400,239,1,148800.00,5.48,0.69,11.91,0,can not lose
CN630264,330,2,146298.00,5.80,1.10,11.89,0,can not lose
CN632118,337,3,76242.00,5.82,1.39,11.24,0,can not lose
CN632868,232,1,20328.00,5.45,0.69,9.92,2,may lose
CN632904,127,2,27684.00,4.85,1.10,10.23,2,may lose
CN633678,190,1,19980.00,5.25,0.69,9.90,2,may lose
CN634956,232,3,588960.00,5.45,1.39,13.29,5,need bring back
CN636864,197,3,208548.00,5.29,1.39,12.25,0,can not lose
CN637674,281,1,18972.00,5.64,0.69,9.85,2,may lose
CN638178,316,1,520236.00,5.76,0.69,13.16,5,need bring back
CN639348,85,3,77340.00,4.45,1.39,11.26,4,new customers with low buying ability
CN640710,15,2,55770.00,2.77,1.10,10.93,4,new customers with low buying ability
CN641922,281,1,41778.00,5.64,0.69,10.64,2,may lose
CN642000,351,1,113778.00,5.86,0.69,11.64,0,can not lose
CN643230,225,1,238680.00,5.42,0.69,12.38,0,can not lose
CN643368,78,1,19032.00,4.37,0.69,9.85,2,may lose
CN644268,246,3,665688.00,5.51,1.39,13.41,5,need bring back
CN646416,358,1,175830.00,5.88,0.69,12.08,0,can not lose
CN648000,281,1,520020.00,5.64,0.69,13.16,5,need bring back
CN648360,239,1,173382.00,5.48,0.69,12.06,0,can not lose
CN650550,113,1,10620.00,4.74,0.69,9.27,2,may lose
CN651228,211,1,18978.00,5.36,0.69,9.85,2,may lose
CN651480,288,1,41790.00,5.67,0.69,10.64,2,may lose
CN652482,22,2,89334.00,3.14,1.10,11.40,4,new customers with low buying ability
CN653052,78,1,22314.00,4.37,0.69,10.01,2,may lose
CN653316,57,1,39924.00,4.06,0.69,10.59,4,new customers with low buying ability
CN655782,211,2,151980.00,5.36,1.10,11.93,0,can not lose
CN655890,127,1,173340.00,4.85,0.69,12.06,0,can not lose
CN661350,15,10,190740.00,2.77,2.40,12.16,1,new customers with high buying ability
CN663930,211,1,173340.00,5.36,0.69,12.06,0,can not lose
CN664626,260,1,146472.00,5.56,0.69,11.89,0,can not lose
CN687126,358,1,11154.00,5.88,0.69,9.32,2,may lose
CN687222,183,1,18990.00,5.21,0.69,9.85,2,may lose
CN688452,309,1,20328.00,5.74,0.69,9.92,2,may lose
CN689004,274,2,219522.00,5.62,1.10,12.30,0,can not lose
CN689268,267,1,146454.00,5.59,0.69,11.89,0,can not lose
CN690324,176,1,18990.00,5.18,0.69,9.85,2,may lose
CN695262,127,4,504192.00,4.85,1.61,13.13,5,need bring back
CN697458,316,1,13842.00,5.76,0.69,9.54,2,may lose
CN701394,162,1,173292.00,5.09,0.69,12.06,0,can not lose
CN728166,64,1,309168.00,4.17,0.69,12.64,5,need bring back
CN731436,246,1,21216.00,5.51,0.69,9.96,2,may lose
CN755724,15,4,54858.00,2.77,1.61,10.91,4,new customers with low buying ability
CN758232,316,1,11160.00,5.76,0.69,9.32,2,may lose
CN761334,29,3,54096.00,3.40,1.39,10.90,4,new customers with low buying ability
CN762438,211,1,176106.00,5.36,0.69,12.08,0,can not lose
CN763572,281,4,243774.00,5.64,1.61,12.40,0,can not lose
CN766020,218,1,15162.00,5.39,0.69,9.63,2,may lose
CN766278,267,3,212100.00,5.59,1.39,12.26,0,can not lose
CN768366,29,1,10830.00,3.40,0.69,9.29,2,may lose
CN772908,218,1,173382.00,5.39,0.69,12.06,0,can not lose
CN776952,309,1,15336.00,5.74,0.69,9.64,2,may lose
CN781296,148,1,693162.00,5.00,0.69,13.45,5,need bring back
CN782418,155,1,20328.00,5.05,0.69,9.92,2,may lose
CN784716,288,1,18996.00,5.67,0.69,9.85,2,may lose
CN785280,162,8,119364.00,5.09,2.20,11.69,0,can not lose
CN787338,253,2,83940.00,5.54,1.10,11.34,0,can not lose
CN788364,15,3,47754.00,2.77,1.39,10.77,4,new customers with low buying ability
CN788784,232,1,69096.00,5.45,0.69,11.14,0,can not lose
CN790842,232,1,83580.00,5.45,0.69,11.33,0,can not lose
CN793452,309,1,28626.00,5.74,0.69,10.26,2,may lose
CN794526,78,1,11160.00,4.37,0.69,9.32,2,may lose
CN796560,232,1,73212.00,5.45,0.69,11.20,0,can not lose
CN796920,274,1,83568.00,5.62,0.69,11.33,0,can not lose
CN804030,43,1,35742.00,3.78,0.69,10.48,4,new customers with low buying ability
CN806736,295,1,20328.00,5.69,0.69,9.92,2,may lose
CN808482,281,4,292332.00,5.64,1.61,12.59,0,can not lose
CN812544,274,5,285834.00,5.62,1.79,12.56,5,need bring back
CN814428,148,2,32244.00,5.00,1.10,10.38,2,may lose
CN814902,365,1,20328.00,5.90,0.69,9.92,2,may lose
CN815586,253,4,242316.00,5.54,1.61,12.40,0,can not lose
CN817260,330,1,73392.00,5.80,0.69,11.20,0,can not lose
CN817296,43,3,99690.00,3.78,1.39,11.51,4,new customers with low buying ability
CN817488,288,1,147084.00,5.67,0.69,11.90,0,can not lose
CN817932,29,10,421302.00,3.40,2.40,12.95,1,new customers with high buying ability
CN822366,134,1,173382.00,4.91,0.69,12.06,0,can not lose
CN823698,22,26,4744062.00,3.14,3.30,15.37,3,champions
CN824724,162,1,173292.00,5.09,0.69,12.06,0,can not lose
CN832416,253,1,19980.00,5.54,0.69,9.90,2,may lose
CN837174,337,1,41748.00,5.82,0.69,10.64,2,may lose
CN840702,99,1,19032.00,4.61,0.69,9.85,2,may lose
CN841998,183,1,20328.00,5.21,0.69,9.92,2,may lose
CN844920,288,1,30432.00,5.67,0.69,10.32,2,may lose
CN846714,337,2,32100.00,5.82,1.10,10.38,2,may lose
CN851208,239,1,73620.00,5.48,0.69,11.21,0,can not lose
CN852168,288,1,10614.00,5.67,0.69,9.27,2,may lose
CN853200,134,2,258906.00,4.91,1.10,12.46,0,can not lose
CN857382,218,2,84468.00,5.39,1.10,11.34,0,can not lose
CN858456,337,1,15144.00,5.82,0.69,9.63,2,may lose
CN891654,50,4,84132.00,3.93,1.61,11.34,4,new customers with low buying ability
CN896370,134,1,82710.00,4.91,0.69,11.32,0,can not lose
CN897456,225,1,81390.00,5.42,0.69,11.31,0,can not lose
CN905100,43,8,1707360.00,3.78,2.20,14.35,1,new customers with high buying ability
CN911058,337,1,19824.00,5.82,0.69,9.89,2,may lose
CN912828,260,2,346722.00,5.56,1.10,12.76,0,can not lose
CN914640,337,1,13836.00,5.82,0.69,9.54,2,may lose
CN921090,50,1,10734.00,3.93,0.69,9.28,2,may lose
CN924018,337,3,869100.00,5.82,1.39,13.68,5,need bring back
CN932268,169,1,69060.00,5.14,0.69,11.14,0,can not lose
CN937464,260,1,219690.00,5.56,0.69,12.30,0,can not lose
CN937848,85,1,10632.00,4.45,0.69,9.27,2,may lose
CN938652,141,1,20328.00,4.96,0.69,9.92,2,may lose
CN941844,218,1,73980.00,5.39,0.69,11.21,0,can not lose
CN942852,295,2,83538.00,5.69,1.10,11.33,0,can not lose
CN944028,211,1,41982.00,5.36,0.69,10.65,2,may lose
CN947850,113,1,11160.00,4.74,0.69,9.32,2,may lose
CN949362,281,3,53742.00,5.64,1.39,10.89,0,can not lose
CN952872,169,2,346584.00,5.14,1.10,12.76,5,need bring back
CN957072,127,2,36510.00,4.85,1.10,10.51,2,may lose
CN964098,43,2,55260.00,3.78,1.10,10.92,4,new customers with low buying ability
CN965100,204,1,20328.00,5.32,0.69,9.92,2,may lose
CN967056,295,1,73542.00,5.69,0.69,11.21,0,can not lose
CN967146,232,1,366060.00,5.45,0.69,12.81,0,can not lose
CN968286,232,4,492732.00,5.45,1.61,13.11,5,need bring back
CN968832,274,1,73194.00,5.62,0.69,11.20,0,can not lose
CN974208,99,1,19032.00,4.61,0.69,9.85,2,may lose
CN975990,211,1,41778.00,5.36,0.69,10.64,2,may lose
CN976422,22,7,110064.00,3.14,2.08,11.61,4,new customers with low buying ability
CN983604,211,3,169668.00,5.36,1.39,12.04,0,can not lose
CN991392,274,2,118524.00,5.62,1.10,11.68,0,can not lose
CN999792,267,1,20328.00,5.59,0.69,9.92,2,may lose
ID2854248,99,12,2729886.00,4.61,2.56,14.82,5,need bring back
ID2854308,71,4,2245884.00,4.28,1.61,14.62,5,need bring back
ID2854404,295,1,8196.00,5.69,0.69,9.01,2,may lose
ID2854416,22,7,680226.00,3.14,2.08,13.43,1,new customers with high buying ability
ID2854428,113,3,257904.00,4.74,1.39,12.46,5,need bring back
ID2854464,204,1,13680000.00,5.32,0.69,16.43,5,need bring back
ID2854584,15,5,5079930.00,2.77,1.79,15.44,3,champions
ID2854590,134,1,120390.00,4.91,0.69,11.70,0,can not lose
ID2854650,190,2,243324.00,5.25,1.10,12.40,0,can not lose
ID2854698,295,2,185028.00,5.69,1.10,12.13,0,can not lose
ID2854704,15,9,3370752.00,2.77,2.30,15.03,3,champions
ID2854806,204,1,240780.00,5.32,0.69,12.39,0,can not lose
ID2854824,8,38,5568492.00,2.20,3.66,15.53,3,champions
ID2854896,127,1,219336.00,4.85,0.69,12.30,0,can not lose
ID2854950,120,1,311760.00,4.80,0.69,12.65,5,need bring back
ID2854986,225,1,222144.00,5.42,0.69,12.31,0,can not lose
ID2855040,267,2,429486.00,5.59,1.10,12.97,5,need bring back
ID2855100,8,3,1054302.00,2.20,1.39,13.87,1,new customers with high buying ability
ID2855118,8,48,18950322.00,2.20,3.89,16.76,3,champions
ID2855136,15,22,4322808.00,2.77,3.14,15.28,3,champions
ID2855202,71,3,716868.00,4.28,1.39,13.48,5,need bring back
ID2855376,183,1,120576.00,5.21,0.69,11.70,0,can not lose
ID2855382,29,22,5496468.00,3.40,3.14,15.52,3,champions
ID2855394,36,1,1086534.00,3.61,0.69,13.90,5,need bring back
ID2855430,15,8,908970.00,2.77,2.20,13.72,1,new customers with high buying ability
ID2855448,8,34,22306266.00,2.20,3.56,16.92,3,champions
ID2855478,8,16,2923338.00,2.20,2.83,14.89,3,champions
ID2855544,78,3,932532.00,4.37,1.39,13.75,5,need bring back
ID2855640,50,9,2156964.00,3.93,2.30,14.58,1,new customers with high buying ability
ID2855682,29,2,484152.00,3.40,1.10,13.09,1,new customers with high buying ability
ID2855796,57,1,221400.00,4.06,0.69,12.31,4,new customers with low buying ability
ID2855826,8,34,7909218.00,2.20,3.56,15.88,3,champions
ID2855832,22,19,7055070.00,3.14,3.00,15.77,3,champions
ID2855952,225,1,46374.00,5.42,0.69,10.74,2,may lose
ID2855994,225,1,80454.00,5.42,0.69,11.30,0,can not lose
ID2856078,43,10,7399500.00,3.78,2.40,15.82,3,champions
ID2856120,71,3,658026.00,4.28,1.39,13.40,5,need bring back
ID2856138,162,1,67626.00,5.09,0.69,11.12,0,can not lose
ID2856150,267,1,120390.00,5.59,0.69,11.70,0,can not lose
ID2856204,8,11,697722.00,2.20,2.48,13.46,1,new customers with high buying ability
ID2856216,78,1,61854.00,4.37,0.69,11.03,4,new customers with low buying ability
ID2856246,239,1,151860.00,5.48,0.69,11.93,0,can not lose
ID2856390,15,5,662736.00,2.77,1.79,13.40,1,new customers with high buying ability
ID2856570,22,3,505098.00,3.14,1.39,13.13,1,new customers with high buying ability
ID2856612,8,16,3457770.00,2.20,2.83,15.06,3,champions
ID2856780,15,11,1654764.00,2.77,2.48,14.32,1,new customers with high buying ability
